revid,parentid,timestamp,user,anon,minor,size,sha1,comment,page,lang,date,weekday,hour,size_diff,revert_sha1,revert_kw,is_revert
1118,1117,2025-09-11 10:55:00+00:00,Utilisateur_9,False,False,33084,sha38,revert non neutre,Page_Controversee_(demo),fr,2025-09-11,Thursday,10,-3680,False,True,True
1031,1030,2025-09-11 11:03:00+00:00,IP_63.251,True,True,36541,sha1031,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,3457,False,False,False
1010,1009,2025-09-11 11:07:00+00:00,Utilisateur_15,False,False,39119,sha1010,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,2578,False,False,False
1046,1045,2025-09-11 11:11:00+00:00,Utilisateur_23,False,False,37061,sha1046,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,-2058,False,False,False
1099,1098,2025-09-11 11:23:00+00:00,Utilisateur_1,False,False,32579,sha19,mise en forme,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,-4482,False,False,False
1109,1108,2025-09-11 11:28:00+00:00,Utilisateur_2,False,False,34651,sha29,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,2072,False,True,True
1105,1104,2025-09-11 11:31:00+00:00,IP_91.236,True,False,33287,sha25,revert non neutre,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,-1364,False,True,True
1063,1062,2025-09-11 11:32:00+00:00,IP_135.84,True,False,37564,sha43,ajout source,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,4277,False,False,False
1094,1093,2025-09-11 11:33:00+00:00,Utilisateur_2,False,True,34028,sha1094,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,-3536,False,False,False
1062,1061,2025-09-11 11:39:00+00:00,Utilisateur_2,False,False,37910,sha1062,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,3882,False,False,False
1081,1080,2025-09-11 11:51:00+00:00,Utilisateur_21,False,False,35061,sha1081,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,-2849,False,False,False
1026,1025,2025-09-11 11:58:00+00:00,Utilisateur_2,False,False,36096,sha1026,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,11,1035,False,False,False
1029,1028,2025-09-11 12:15:00+00:00,Utilisateur_23,False,True,36996,sha9,mise en forme,Page_Controversee_(demo),fr,2025-09-11,Thursday,12,900,False,False,False
1147,1146,2025-09-11 12:16:00+00:00,Utilisateur_2,False,True,34962,sha1147,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,12,-2034,False,False,False
1064,1063,2025-09-11 12:19:00+00:00,Utilisateur_18,False,True,37472,sha1064,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,12,2510,False,False,False
1056,1055,2025-09-11 12:27:00+00:00,IP_66.2,True,False,37585,sha1056,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,12,113,False,False,False
1060,1059,2025-09-11 12:31:00+00:00,Utilisateur_9,False,False,37420,sha1060,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,12,-165,False,False,False
1017,1016,2025-09-11 12:38:00+00:00,Utilisateur_23,False,True,36827,sha1017,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,12,-593,False,False,False
1048,1047,2025-09-11 12:46:00+00:00,Utilisateur_23,False,True,36707,sha28,rv POV,Page_Controversee_(demo),fr,2025-09-11,Thursday,12,-120,False,True,True
1077,1076,2025-09-11 12:56:00+00:00,IP_219.232,True,True,35844,sha57,mise en forme,Page_Controversee_(demo),fr,2025-09-11,Thursday,12,-863,False,False,False
1030,1029,2025-09-11 13:19:00+00:00,Utilisateur_12,False,True,36096,sha10,rv POV,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,252,False,True,True
1117,1116,2025-09-11 13:26:00+00:00,Utilisateur_18,False,False,32839,sha1117,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,-3257,False,False,False
1014,1013,2025-09-11 13:27:00+00:00,IP_221.129,True,False,37400,sha1014,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,4561,False,False,False
1088,1087,2025-09-11 13:30:00+00:00,Utilisateur_23,False,False,33434,sha1088,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,-3966,False,False,False
1039,1038,2025-09-11 13:33:00+00:00,Utilisateur_25,False,False,35605,sha1039,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,2171,False,False,False
1119,1118,2025-09-11 13:38:00+00:00,Utilisateur_10,False,True,32945,sha1119,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,-2660,False,False,False
1051,1050,2025-09-11 13:41:00+00:00,Utilisateur_2,False,True,37321,sha31,rv POV,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,4376,False,True,True
1113,1112,2025-09-11 13:45:00+00:00,IP_192.134,True,False,33936,sha1113,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,-3385,False,False,False
1137,1136,2025-09-11 13:45:00+00:00,IP_48.150,True,False,34407,sha1137,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,471,False,False,False
1102,1101,2025-09-11 13:46:00+00:00,IP_165.214,True,False,33037,sha1102,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,-1370,False,False,False
1127,1126,2025-09-11 13:59:00+00:00,Utilisateur_6,False,False,31549,sha47,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-09-11,Thursday,13,-1488,True,True,True
1093,1092,2025-09-11 14:05:00+00:00,Utilisateur_23,False,False,33513,sha13,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,1964,False,True,True
1143,1142,2025-09-11 14:06:00+00:00,Utilisateur_5,False,True,34177,sha3,mise en forme,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,664,False,False,False
1089,1088,2025-09-11 14:06:00+00:00,Utilisateur_25,False,False,33886,sha1089,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,-291,False,False,False
1148,1147,2025-09-11 14:10:00+00:00,IP_80.93,True,False,35320,sha1148,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,1434,False,False,False
1100,1099,2025-09-11 14:17:00+00:00,Utilisateur_23,False,True,32638,sha1100,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,-2682,False,False,False
1124,1123,2025-09-11 14:21:00+00:00,Utilisateur_1,False,False,31339,sha1124,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,-1299,False,False,False
1139,1138,2025-09-11 14:36:00+00:00,Utilisateur_13,False,True,33614,sha1139,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,2275,False,False,False
1069,1068,2025-09-11 14:38:00+00:00,IP_202.53,True,True,36208,sha1069,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,2594,False,False,False
1022,1021,2025-09-11 14:51:00+00:00,IP_48.172,True,False,37529,sha1022,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,1321,False,False,False
1066,1065,2025-09-11 14:52:00+00:00,IP_8.40,True,False,37903,sha1066,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,374,False,False,False
1133,1132,2025-09-11 14:55:00+00:00,IP_17.37,True,False,33715,sha1133,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,-4188,False,False,False
1129,1128,2025-09-11 14:55:00+00:00,Utilisateur_18,False,False,32299,sha1129,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,14,-1416,False,False,False
1086,1085,2025-09-11 15:01:00+00:00,Utilisateur_25,False,True,34313,sha1086,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,2014,False,False,False
1142,1141,2025-09-11 15:02:00+00:00,Utilisateur_2,False,True,34759,sha1142,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,446,False,False,False
1071,1070,2025-09-11 15:09:00+00:00,Utilisateur_23,False,False,35931,sha1071,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,1172,False,False,False
1065,1064,2025-09-11 15:10:00+00:00,Utilisateur_25,False,True,37707,sha45,rv POV,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,1776,False,True,True
1095,1094,2025-09-11 15:12:00+00:00,Utilisateur_13,False,True,33228,sha1095,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,-4479,False,False,False
1038,1037,2025-09-11 15:16:00+00:00,Utilisateur_2,False,True,35973,sha1038,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,2745,False,False,False
1075,1074,2025-09-11 15:19:00+00:00,Utilisateur_9,False,True,36446,sha1075,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,473,False,False,False
1044,1043,2025-09-11 15:24:00+00:00,Utilisateur_5,False,True,36212,sha24,revert non neutre,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,-234,False,True,True
1050,1049,2025-09-11 15:24:00+00:00,Utilisateur_23,False,True,36587,sha1050,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,375,False,False,False
1024,1023,2025-09-11 15:29:00+00:00,Utilisateur_2,False,True,36580,sha1024,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,-7,False,False,False
1116,1115,2025-09-11 15:34:00+00:00,Utilisateur_24,False,True,33469,sha1116,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,-3111,False,False,False
1023,1022,2025-09-11 15:46:00+00:00,IP_104.30,True,False,37021,sha1023,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,3552,False,False,False
1096,1095,2025-09-11 15:57:00+00:00,IP_31.85,True,False,33640,sha16,ajout source,Page_Controversee_(demo),fr,2025-09-11,Thursday,15,-3381,False,False,False
1126,1125,2025-09-11 16:00:00+00:00,IP_213.184,True,False,31399,sha1126,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,-2241,False,False,False
1042,1041,2025-09-11 16:08:00+00:00,IP_151.197,True,False,36708,sha1042,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,5309,False,False,False
1101,1100,2025-09-11 16:09:00+00:00,Utilisateur_23,False,True,32634,sha21,ajout source,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,-4074,False,False,False
1036,1035,2025-09-11 16:11:00+00:00,IP_39.81,True,True,36738,sha1036,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,4104,False,False,False
1125,1124,2025-09-11 16:12:00+00:00,Utilisateur_25,False,False,31563,sha45,mise en forme,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,-5175,True,False,True
1087,1086,2025-09-11 16:14:00+00:00,Utilisateur_22,False,True,33696,sha7,ajout source,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,2133,False,False,False
1020,1019,2025-09-11 16:15:00+00:00,IP_173.193,True,True,37374,sha1020,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,3678,False,False,False
1025,1024,2025-09-11 16:18:00+00:00,Utilisateur_9,False,False,35904,sha1025,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,-1470,False,False,False
1076,1075,2025-09-11 16:19:00+00:00,Utilisateur_22,False,True,35953,sha56,mise en forme,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,49,False,False,False
1067,1066,2025-09-11 16:31:00+00:00,IP_136.214,True,False,36444,sha1067,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,491,False,False,False
1080,1079,2025-09-11 16:32:00+00:00,Utilisateur_21,False,False,35404,sha1080,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,-1040,False,False,False
1072,1071,2025-09-11 16:36:00+00:00,Utilisateur_2,False,True,36080,sha1072,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,676,False,False,False
1011,1010,2025-09-11 16:37:00+00:00,IP_161.2,True,False,39056,sha51,correction,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,2976,False,False,False
1131,1130,2025-09-11 16:43:00+00:00,Utilisateur_21,False,True,32982,sha51,correction,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,-6074,True,False,True
1054,1053,2025-09-11 16:46:00+00:00,IP_34.78,True,True,38096,sha1054,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,5114,False,False,False
1068,1067,2025-09-11 16:49:00+00:00,Utilisateur_1,False,False,36251,sha1068,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,-1845,False,False,False
1045,1044,2025-09-11 16:58:00+00:00,IP_213.13,True,True,36622,sha1045,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,16,371,False,False,False
1040,1039,2025-09-11 17:06:00+00:00,IP_153.131,True,True,35859,sha1040,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,17,-763,False,False,False
1033,1032,2025-09-11 17:09:00+00:00,IP_1.105,True,False,36680,sha13,rv POV,Page_Controversee_(demo),fr,2025-09-11,Thursday,17,821,True,True,True
1078,1077,2025-09-11 17:16:00+00:00,Utilisateur_2,False,False,35001,sha1078,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,17,-1679,False,False,False
1082,1081,2025-09-11 17:18:00+00:00,Utilisateur_23,False,False,35104,sha1082,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,17,103,False,False,False
1090,1089,2025-09-11 17:22:00+00:00,Utilisateur_23,False,False,33569,sha1090,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,17,-1535,False,False,False
1012,1011,2025-09-11 17:25:00+00:00,Utilisateur_1,False,False,38697,sha1012,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,17,5128,False,False,False
1134,1133,2025-09-11 17:30:00+00:00,Utilisateur_23,False,True,34262,sha1134,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,17,-4435,False,False,False
1140,1139,2025-09-11 17:43:00+00:00,Utilisateur_10,False,False,34533,sha1140,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,17,271,False,False,False
1108,1107,2025-09-11 17:54:00+00:00,IP_205.204,True,False,34141,sha1108,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,17,-392,False,False,False
1112,1111,2025-09-11 18:04:00+00:00,IP_97.77,True,True,33676,sha1112,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,-465,False,False,False
1037,1036,2025-09-11 18:09:00+00:00,Utilisateur_2,False,False,36330,sha1037,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,2654,False,False,False
1123,1122,2025-09-11 18:11:00+00:00,Utilisateur_25,False,False,31751,sha43,correction,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,-4579,True,False,True
1120,1119,2025-09-11 18:13:00+00:00,Utilisateur_6,False,False,32864,sha1120,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,1113,False,False,False
1091,1090,2025-09-11 18:14:00+00:00,Utilisateur_14,False,False,33609,sha1091,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,745,False,False,False
1103,1102,2025-09-11 18:20:00+00:00,Utilisateur_2,False,True,33630,sha1103,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,21,False,False,False
1053,1052,2025-09-11 18:23:00+00:00,Utilisateur_25,False,False,37830,sha1053,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,4200,False,False,False
1145,1144,2025-09-11 18:47:00+00:00,IP_122.99,True,False,34479,sha1145,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,-3351,False,False,False
1097,1096,2025-09-11 18:51:00+00:00,Utilisateur_13,False,False,33640,sha1097,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,-839,False,False,False
1122,1121,2025-09-11 18:57:00+00:00,IP_133.114,True,True,31488,sha42,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-09-11,Thursday,18,-2152,False,True,True
1092,1091,2025-09-11 19:19:00+00:00,Utilisateur_1,False,False,33610,sha12,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-09-11,Thursday,19,2122,True,True,True
1136,1135,2025-09-11 20:11:00+00:00,Utilisateur_12,False,True,34440,sha1136,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,20,830,False,False,False
1085,1084,2025-09-11 20:14:00+00:00,Utilisateur_2,False,True,34216,sha1085,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-11,Thursday,20,-224,False,False,False
1084,1083,2025-09-11 20:39:00+00:00,Utilisateur_2,False,False,34853,sha4,mise en forme,Page_Controversee_(demo),fr,2025-09-11,Thursday,20,637,False,False,False
1128,1127,2025-09-11 20:40:00+00:00,Utilisateur_23,False,False,31710,sha1128,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,20,-3143,False,False,False
1107,1106,2025-09-11 20:41:00+00:00,Utilisateur_1,False,False,34107,sha1107,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,20,2397,False,False,False
1074,1073,2025-09-11 20:42:00+00:00,Utilisateur_10,False,False,36193,sha1074,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,20,2086,False,False,False
1049,1048,2025-09-11 20:55:00+00:00,Utilisateur_2,False,False,35963,sha1049,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,20,-230,False,False,False
1015,1014,2025-09-11 21:06:00+00:00,Utilisateur_23,False,True,37231,sha1015,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,21,1268,False,False,False
1144,1143,2025-09-11 21:23:00+00:00,Utilisateur_24,False,True,34488,sha1144,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,21,-2743,False,False,False
1061,1060,2025-09-11 21:36:00+00:00,IP_240.59,True,False,37447,sha41,rv POV,Page_Controversee_(demo),fr,2025-09-11,Thursday,21,2959,True,True,True
1114,1113,2025-09-11 21:39:00+00:00,Utilisateur_25,False,True,33945,sha1114,reformulation,Page_Controversee_(demo),fr,2025-09-11,Thursday,21,-3502,False,False,False
1110,1109,2025-09-11 21:40:00+00:00,Utilisateur_21,False,False,33928,sha1110,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,21,-17,False,False,False
1115,1114,2025-09-11 21:54:00+00:00,IP_143.85,True,False,33140,sha1115,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,21,-788,False,False,False
1141,1140,2025-09-11 22:26:00+00:00,Utilisateur_25,False,False,34716,sha1141,précision,Page_Controversee_(demo),fr,2025-09-11,Thursday,22,1576,False,False,False
1132,1131,2025-09-11 22:49:00+00:00,Utilisateur_25,False,True,33455,sha1132,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,22,-1261,False,False,False
1052,1051,2025-09-11 22:59:00+00:00,Utilisateur_24,False,False,37467,sha1052,correction typo,Page_Controversee_(demo),fr,2025-09-11,Thursday,22,4012,False,False,False
1028,1027,2025-09-11 23:03:00+00:00,Utilisateur_23,False,False,36680,sha1028,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,23,-787,False,False,False
1135,1134,2025-09-11 23:24:00+00:00,Utilisateur_9,False,True,34179,sha1135,màj références,Page_Controversee_(demo),fr,2025-09-11,Thursday,23,-2501,False,False,False
1150,1149,2025-09-12 04:26:00+00:00,Utilisateur_23,False,True,35026,sha1150,reformulation,Page_Controversee_(demo),fr,2025-09-12,Friday,4,847,False,False,False
1165,1164,2025-09-12 05:04:00+00:00,IP_58.218,True,False,32175,sha1165,reformulation,Page_Controversee_(demo),fr,2025-09-12,Friday,5,-2851,False,False,False
1151,1150,2025-09-12 06:28:00+00:00,Utilisateur_20,False,True,34561,sha1151,màj références,Page_Controversee_(demo),fr,2025-09-12,Friday,6,2386,False,False,False
1167,1166,2025-09-12 09:02:00+00:00,Utilisateur_6,False,False,31582,sha27,mise en forme,Page_Controversee_(demo),fr,2025-09-12,Friday,9,-2979,False,False,False
1160,1159,2025-09-12 09:31:00+00:00,Utilisateur_25,False,False,33594,sha1160,précision,Page_Controversee_(demo),fr,2025-09-12,Friday,9,2012,False,False,False
1156,1155,2025-09-12 10:25:00+00:00,IP_60.87,True,False,33932,sha1156,reformulation,Page_Controversee_(demo),fr,2025-09-12,Friday,10,338,False,False,False
1164,1163,2025-09-12 11:05:00+00:00,Utilisateur_23,False,False,32507,sha24,Annulation des modifications de vandalisme,Page_Controversee_(demo),fr,2025-09-12,Friday,11,-1425,True,True,True
1152,1151,2025-09-12 11:11:00+00:00,Utilisateur_25,False,False,34457,sha1152,précision,Page_Controversee_(demo),fr,2025-09-12,Friday,11,1950,False,False,False
1155,1154,2025-09-12 12:44:00+00:00,Utilisateur_5,False,False,33641,sha1155,ajout paragraphe,Page_Controversee_(demo),fr,2025-09-12,Friday,12,-816,False,False,False
1169,1168,2025-09-12 13:15:00+00:00,IP_133.85,True,False,32391,sha1169,précision,Page_Controversee_(demo),fr,2025-09-12,Friday,13,-1250,False,False,False
